season,full_name,personality_type,order,day,total_votes_received,immunity_idols_obtained,immunity_challenge_wins,reward_challenge_wins,is_winner,season_year
8,Rob Cesternino,ENTP,4,12,5,0,2,2,False,2004
8,Richard Hatch,ENTP,5,15,6,0,3,2,False,2004
8,Susan Hawk,ESTP,6,17,0,0,3,3,False,2004
8,Colby Donaldson,ISTP,7,19,4,0,3,3,False,2004
8,Ethan Zohn,ISFP,8,21,6,0,1,4,False,2004
8,Jerri Manthey,ESFP,9,24,7,0,1,4,False,2004
8,Lex van den Berghe,ENTJ,10,27,7,0,3,3,False,2004
8,Kathy Vavrick-O'Brien,ESFJ,11,28,6,1,4,3,False,2004
8,Alicia Calaway,ESTJ,12,30,7,0,6,6,False,2004
8,Shii Ann Huang,INTJ,13,33,5,1,4,4,False,2004
8,Tom Buchanan,ESTP,14,36,4,1,7,6,False,2004
8,Rupert Boneham,ESFJ,15,37,4,0,5,8,False,2004
8,Jenna Lewis,ENFP,16,38,0,0,5,6,False,2004
8,Rob Mariano,ESTJ,17,39,0,4,10,8,False,2004
8,Amber Brkich,ISFP,18,39,6,1,6,8,True,2004
7,Nicole Delma,INTP,1,3,7,0,0,0,False,2003
7,Ryan Shoulders,INFP,2,6,0,0,0,0,False,2003
7,Lillian Morris,INFP,3,9,10,1,1,3,False,2003
7,Burton Roberts,ISTJ,4,12,10,2,2,1,False,2003
7,Michelle Tesauro,ENFP,5,15,6,0,0,0,False,2003
7,Trish Dunn,ENFJ,6,18,4,0,0,0,False,2003
7,Shawn Cohen,ESTP,7,19,5,0,3,4,False,2003
7,Osten Taylor,ESFP,8,19,2,0,3,1,False,2003
7,Andrew Savage,ESTJ,9,21,6,0,3,1,False,2003
7,Ryan Opray,ISFJ,10,24,0,0,3,1,False,2003
7,Rupert Boneham,ESFJ,11,27,7,2,5,4,False,2003
7,Tijuana Bradley,ESFP,12,30,5,0,3,1,False,2003
7,Christa Hastie,ESFP,13,33,7,0,3,4,False,2003
7,Burton Roberts,ISTJ,14,36,10,2,2,1,False,2003
7,Darrah Johnson,ISTP,15,37,6,3,6,2,False,2003
7,Jon Dalton,ENTP,16,38,7,0,3,7,False,2003
7,Lillian Morris,INFP,17,39,10,1,1,3,False,2003
7,Sandra Diaz-Twine,ESTP,18,39,0,0,3,4,True,2003
6,Ryan Aiken,ESFP,1,3,4,0,0,0,False,2003
6,Janet Koth,ISFJ,2,6,5,0,1,1,False,2003
6,Daniel Lue,INFP,3,9,7,0,1,0,False,2003
6,JoAnna Ward,ISTJ,4,12,4,0,2,2,False,2003
6,Jeanne Hebert,ISTJ,5,15,5,0,2,2,False,2003
6,Shawna Mitchell,ENFP,6,18,6,0,3,2,False,2003
6,Roger Sexton,ISTJ,7,21,11,0,3,2,False,2003
6,Dave Johnson,ISTJ,8,24,8,0,3,3,False,2003
6,Deena Bennett,ENTJ,9,27,6,1,4,3,False,2003
6,Alex Bell,ENFJ,10,30,6,0,3,2,False,2003
6,Christy Smith,INFP,11,33,9,0,3,4,False,2003
6,Heidi Strobel,ENTJ,12,36,3,0,3,4,False,2003
6,Butch Lockley,ISFJ,13,37,5,0,3,3,False,2003
6,Rob Cesternino,ENTP,14,38,4,1,4,3,False,2003
6,Matthew von Ertfelda,INTP,15,39,6,2,5,2,False,2003
6,Jenna Morasca,ISTP,16,39,3,3,6,4,True,2003
5,John Raymond,ENFP,1,3,6,0,0,0,False,2002
5,Tanya Vance,ESTJ,2,6,5,0,0,0,False,2002
5,Jed Hildebrand,ISFP,3,9,5,0,2,1,False,2002
5,Ghandia Johnson,ESFP,4,12,5,0,1,1,False,2002
5,Stephanie Dill,ISTJ,5,15,5,0,3,2,False,2002
5,Robert Zbacnik,ESFP,6,18,5,0,3,3,False,2002
5,Shii Ann Huang,INTJ,7,21,10,0,3,3,False,2002
5,Erin Collins,ESFP,8,24,3,0,3,3,False,2002
5,Ken Stafford,ESTJ,9,27,6,0,3,3,False,2002
5,Penny Ramsey,ESFJ,10,30,5,0,3,3,False,2002
5,Jake Billingsley,ISFJ,11,33,7,0,3,3,False,2002
5,Ted Rogers Jr.,ESTP,12,36,7,1,6,2,False,2002
5,Helen Glover,ISTJ,13,37,5,1,6,3,False,2002
5,Jan Gentry,ENFP,14,38,5,0,5,1,False,2002
5,Clay Jordan,ESTP,15,39,3,1,6,2,False,2002
5,Brian Heidik,ISTP,16,39,0,3,8,3,True,2002
4,Peter Harkey,ENFP,1,3,5,0,0,0,False,2002
4,Patricia Jackson,ISFJ,2,6,5,0,0,0,False,2002
4,Hunter Ellis,ESTJ,3,9,4,0,0,0,False,2002
4,Sarah Jones,ISFP,4,12,11,0,0,0,False,2002
4,Gabriel Cade,INFP,5,15,7,0,4,2,False,2002
4,Gina Crews,ISFJ,6,18,3,0,1,2,False,2002
4,Rob Mariano,ESTJ,7,21,8,0,2,0,False,2002
4,John Carroll,ENTJ,8,24,8,0,5,2,False,2002
4,Zoe Zanidakis,ISTJ,9,27,8,0,5,2,False,2002
4,Tammy Leitner,ENFJ,10,30,5,2,7,2,False,2002
4,Robert DeCanio,ISTJ,11,33,6,1,6,2,False,2002
4,Sean Rector,ENTP,12,36,7,0,2,2,False,2002
4,Paschal English,ISFJ,13,37,0,0,4,6,False,2002
4,Kathy Vavrick-O'Brien,ESFJ,14,38,5,2,6,6,False,2002
4,Neleh Dennis,ENFP,15,39,4,1,5,5,False,2002
4,Vecepia Towery,ISTJ,16,39,2,2,4,0,True,2002
3,Diane Ogden,ESTP,1,3,6,0,0,0,False,2001
3,Jessie Camacho,ISFP,2,6,5,0,0,0,False,2001
3,Carl Bilancione,ESTJ,3,9,7,0,2,2,False,2001
3,Linda Spencer,ESFJ,4,12,4,0,2,3,False,2001
3,Silas Gaither,ESTJ,5,15,8,0,2,4,False,2001
3,Lindsey Richter,ESFP,6,18,12,0,3,4,False,2001
3,Clarence Black,ISTP,7,21,12,0,3,2,False,2001
3,Kelly Goldsmith,ENTP,8,24,5,0,3,2,False,2001
3,Brandon Quinton,ENFP,9,27,6,0,3,5,False,2001
3,Frank Garrison,ISTJ,10,30,9,0,3,5,False,2001
3,Kim Powers,INFP,11,33,4,0,3,4,False,2001
3,Teresa Cooper,ENFP,12,36,4,1,4,4,False,2001
3,Tom Buchanan,ESTP,13,37,9,1,4,3,False,2001
3,Lex van den Berghe,ENTJ,14,38,10,3,6,5,False,2001
3,Kim Johnson,ISFJ,15,39,0,2,5,2,False,2001
3,Ethan Zohn,ISFP,16,39,0,1,4,2,True,2001
2,Debb Eaton,ISFP,1,3,7,0,0,0,False,2001
2,Kel Gleason,ISTJ,2,6,7,0,1,2,False,2001
2,Maralyn Hershey,ESTP,3,9,5,0,1,3,False,2001
2,Mitchell Olson,ENFP,4,12,6,0,1,3,False,2001
2,Kimmi Kappenberg,ENFP,5,15,6,0,3,2,False,2001
2,Michael Skupin,ESFJ,6,17,0,0,3,3,False,2001
2,Jeff Varner,ENFP,7,21,11,0,3,3,False,2001
2,Alicia Calaway,ESTJ,8,24,5,0,3,3,False,2001
2,Jerri Manthey,ESFP,9,27,12,0,2,5,False,2001
2,Nick Brown,ISTJ,10,30,4,1,4,3,False,2001
2,Amber Brkich,ISFP,11,33,6,0,2,4,False,2001
2,Rodger Bingham,ISFJ,12,36,5,0,3,3,False,2001
2,Elisabeth Filarski,INFP,13,39,5,0,3,3,False,2001
2,Keith Famie,ESTJ,14,41,10,2,4,3,False,2001
2,Colby Donaldson,ISTP,15,39,9,5,7,6,False,2001
2,Tina Wesson,ESFJ,16,39,0,0,2,4,True,2001
1,Sonja Christopher,ENFP,1,3,4,0,0,0,False,2000
1,B.B. Anderson,ESTJ,2,6,6,0,1,2,False,2000
1,Stacey Stillman,ENTJ,3,9,6,0,1,1,False,2000
1,Ramona Gray,ISTJ,4,12,6,0,2,2,False,2000
1,Dirk Been,ISFP,5,15,4,0,2,2,False,2000
1,Joel Klug,ESTJ,6,18,4,0,3,4,False,2000
1,Gretchen Cordy,ESFJ,7,21,4,0,3,4,False,2000
1,Greg Buis,INTP,8,24,6,1,4,5,False,2000
1,Jenna Lewis,ENFP,9,27,11,0,3,5,False,2000
1,Gervase Peterson,ESTP,10,30,6,1,4,5,False,2000
1,Colleen Haskell,INFP,11,33,7,0,3,5,False,2000
1,Sean Kenniff,INTP,12,36,9,0,3,3,False,2000
1,Susan Hawk,ESTP,13,37,7,0,3,2,False,2000
1,Rudy Boesch,ISTJ,14,38,8,1,4,2,False,2000
1,Kelly Wiglesworth,ISFP,15,39,0,4,7,3,False,2000
1,Richard Hatch,ENTP,16,39,6,1,4,3,True,2000
